Created by Online2PDF.com,,,,,,,,,,
TABEL BUKU INDUK,,,,,,,,,,
Ex JAKARTA - EFEKTIF: 15 APRIL 2013,,,,,,,,,,
Wilayah Kota,,,,,,,,,,
abc,,,,,,,,,,
Coding,,Kabupaten,Kecamatan,City Code,,,OKE,,TARIF YES,Page
,,,,,TARIF,ETD,TARIF,ETD,,
,,,,,,,,,,
MGL10024,,Magelang,Magelang Utara,MGL,18000,1 - 2,16000,2 - 3,25000,31
MGL10100,,Kebumen,Kebumen,MGL,22000,2 - 3,19000,3 - 6,-,31
MGL10101,,Kebumen,Adimulyo,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10102,,Kebumen,Aliyan,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10103,,Kebumen,Ambal,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10104,,Kebumen,Bulupesantren,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10105,,Kebumen,Karanganyar,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10106,,Kebumen,Karanggayam,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10107,,Kebumen,Klirong,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10108,,Kebumen,Kutowinangun,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10109,,Kebumen,Kuwarasan,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10110,,Kebumen,Mirit,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10111,,Kebumen,Pejagoan,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10112,,Kebumen,Petanahan,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10113,,Kebumen,Prembun,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10114,,Kebumen,Puring,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10115,,Kebumen,Sadang,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10116,,Kebumen,Sruweng,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10117,,Kebumen,Gombong,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10118,,Kebumen,Ayah,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10119,,Kebumen,Buayan,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10120,,Kebumen,Rowokele,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10121,,Kebumen,Bonorowo,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10122,,Kebumen,Karangsambung,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10123,,Kebumen,Padureso,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10124,,Kebumen,Poncowarno,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10125,,Kebumen,Sempor,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10200,,Wonosobo,Wonosobo,MGL,22000,2 - 3,19000,3 - 6,-,31
MGL10201,,Wonosobo,Garung,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10202,,Wonosobo,Kalikajar,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10203,,Wonosobo,Kaliwiro,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10204,,Wonosobo,Kejajar,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10205,,Wonosobo,Kepil,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10206,,Wonosobo,Kertek,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10207,,Wonosobo,Leksono,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10208,,Wonosobo,Mojotengah,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10209,,Wonosobo,Sapuran,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10210,,Wonosobo,Selomerto,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10211,,Wonosobo,Wadaslintang,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10212,,Wonosobo,Watumalang,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10214,,Wonosobo,Kalibawang,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10215,,Wonosobo,Sukoharjo,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10300,,Purworejo,Purworejo,MGL,22000,2 - 3,19000,3 - 6,-,31
MGL10301,,Purworejo,Bagelen,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10302,,Purworejo,Banyuurip,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10303,,Purworejo,Bener,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10304,,Purworejo,Gebang,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10305,,Purworejo,Kaligesing,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10306,,Purworejo,Loano,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10307,,Purworejo,Ngombol,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10308,,Purworejo,Purwodadi,MGL,22000,2 - 3,19000,3 - 6,-,31
MGL10309,,Purworejo,Kutoarjo,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10310,,Purworejo,Kemiri,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10311,,Purworejo,Pituruh,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10312,,Purworejo,Butuh,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10313,,Purworejo,Bruno,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10314,,Purworejo,Grabag,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10315,,Purworejo,Bayan,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10400,,Temanggung,Temanggung,MGL,22000,2 - 3,19000,3 - 6,-,31
MGL10401,,Temanggung,Bulu,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10402,,Temanggung,Candiroto,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10403,,Temanggung,Jumo,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10404,,Temanggung,Kaloran,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10405,,Temanggung,Kandangan,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10406,,Temanggung,Kedu,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10407,,Temanggung,Kranggan,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10408,,Temanggung,Ngadirejo,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10409,,Temanggung,Parakan,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10410,,Temanggung,Pringsurat,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10411,,Temanggung,Tembarak,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10412,,Temanggung,Tretep,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10414,,Temanggung,Bejen,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10415,,Temanggung,Tlogomulyo,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10416,,Temanggung,Kledung,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10418,,Temanggung,Wonoboyo,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10419,,Temanggung,Gemawang,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10420,,Temanggung,Bansari,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10421,,Temanggung,Selopampang,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10500,,Magelang,Mungkid,MGL,22000,2 - 3,19000,3 - 6,-,31
MGL10501,,Magelang,Salam,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10502,,Magelang,Bandongan,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10503,,Magelang,Candimulyo,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10504,,Magelang,Grabag,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10505,,Magelang,Kajoran,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10506,,Magelang,Kaliangkrik,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10507,,Magelang,MERTOYUDAN,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10508,,Magelang,Ngablak,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10509,,Magelang,Pakis,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10510,,Magelang,Salaman,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10511,,Magelang,Secang,MGL,23000,3 - 6,24000,4 - 7,-,31
MGL10512,,Magelang,Tegalrejo,MGL,23000,3 - 6,24000,4 - 7,-,32
MGL10513,,Magelang,Tempuran,MGL,23000,3 - 6,24000,4 - 7,-,32
MGL10514,,Magelang,WINDUSARI,MGL,23000,3 - 6,24000,4 - 7,-,32
MGL10515,,Magelang,Srumbung,MGL,23000,3 - 6,24000,4 - 7,-,32
MGL10516,,Magelang,Dukun,MGL,23000,3 - 6,24000,4 - 7,-,32
MGL10517,,Magelang,Sawangan,MGL,23000,3 - 6,24000,4 - 7,-,32
MGL10518,,Magelang,Muntilan,MGL,23000,3 - 6,24000,4 - 7,-,32
MGL10519,,Magelang,Ngluwar,MGL,23000,3 - 6,24000,4 - 7,-,32
MGL10520,,Magelang,Borobudur,MGL,23000,3 - 6,24000,4 - 7,-,32
MJK10000,,Mojokerto,Mojokerto,MJK,20000,1 - 2,17000,2 - 3,27000,32
MJK10001,,Mojokerto,Bangsal,MJK,20000,1 - 2,17000,2 - 3,-,32
MJK10002,,Mojokerto,Dawarblandong,MJK,20000,1 - 2,17000,2 - 3,-,32
MJK10003,,Mojokerto,Dlanggu,MJK,20000,1 - 2,17000,2 - 3,-,32
MJK10004,,Mojokerto,Gedeg,MJK,20000,1 - 2,17000,2 - 3,-,32
MJK10005,,Mojokerto,Gondang,MJK,20000,1 - 2,17000,2 - 3,-,32
MJK10006,,Mojokerto,Jatirejo,MJK,20000,1 - 2,17000,2 - 3,-,32
MJK10007,,Mojokerto,Jetis,MJK,20000,1 - 2,17000,2 - 3,-,32
MJK10008,,Mojokerto,Kemlagi,MJK,20000,1 - 2,17000,2 - 3,-,32
MJK10009,,Mojokerto,Kutorejo,MJK,20000,1 - 2,17000,2 - 3,-,32
MJK10010,,Mojokerto,Mojosari,MJK,20000,1 - 2,17000,2 - 3,-,32
MJK10011,,Mojokerto,Ngoro,MJK,20000,1 - 2,17000,2 - 3,-,32
MJK10012,,Mojokerto,Pacet,MJK,20000,1 - 2,17000,2 - 3,-,32
MJK10013,,Mojokerto,Pungging,MJK,20000,1 - 2,17000,2 - 3,-,32
MJK10014,,Mojokerto,Puri,MJK,20000,1 - 2,17000,2 - 3,-,32
MJK10015,,Mojokerto,Sooko,MJK,20000,1 - 2,17000,2 - 3,-,32
MJK10016,,Mojokerto,Trawas,MJK,20000,1 - 2,17000,2 - 3,-,32
MJK10017,,Mojokerto,Trowulan,MJK,20000,1 - 2,17000,2 - 3,-,32
MJK10020,,Sidoarjo,Balongbendo,MJK,20000,1 - 2,17000,2 - 3,-,32
MJK10021,,Mojokerto,Mojoanyar,MJK,20000,1 - 2,17000,2 - 3,-,32
MJK10022,,Mojokerto,Magersari,MJK,20000,1 - 2,17000,2 - 3,27000,32
MJK10023,,Mojokerto,Parajurit Kulon,MJK,20000,1 - 2,17000,2 - 3,27000,32
MJK10025,,Sidoarjo,Tarik,MJK,20000,1 - 2,17000,2 - 3,-,32
MJK10026,,Sidoarjo,Prambon,MJK,20000,1 - 2,17000,2 - 3,-,32
MXG10000,,Malang,Malang,MXG,20000,1 - 2,17000,2 - 3,27000,32
MXG10035,,Malang,Blimbing,MXG,20000,1 - 2,17000,2 - 3,27000,32
MXG10036,,Malang,Kedungkandang,MXG,20000,1 - 2,17000,2 - 3,27000,32
MXG10037,,Malang,Klojen,MXG,20000,1 - 2,17000,2 - 3,27000,32
MXG10038,,Malang,Lowokwaru,MXG,20000,1 - 2,17000,2 - 3,27000,32
MXG10039,,Malang,Sukun,MXG,20000,1 - 2,17000,2 - 3,27000,32
MXG20100,,Blitar,Blitar,MXG,24000,2 - 3,21000,3 - 6,-,32
MXG20101,,Blitar,Bakung,MXG,29000,3 - 6,27000,4 - 7,-,32
MXG20102,,Blitar,Binangun,MXG,29000,3 - 6,27000,4 - 7,-,32
MXG20103,,Blitar,Doko,MXG,29000,3 - 6,27000,4 - 7,-,32
MXG20104,,Blitar,Gandusari,MXG,29000,3 - 6,27000,4 - 7,-,32
MXG20105,,Blitar,Garum,MXG,29000,3 - 6,27000,4 - 7,-,32
MXG20106,,Blitar,Kademangan,MXG,29000,3 - 6,27000,4 - 7,-,32
MXG20107,,Blitar,Kanigoro,MXG,29000,3 - 6,27000,4 - 7,-,32
MXG20108,,Blitar,Kesamben,MXG,29000,3 - 6,27000,4 - 7,-,32
MXG20109,,Blitar,Nglegok,MXG,29000,3 - 6,27000,4 - 7,-,32
MXG20110,,Blitar,Panggungrejo,MXG,29000,3 - 6,27000,4 - 7,-,32
MXG20111,,Blitar,Ponggok,MXG,29000,3 - 6,27000,4 - 7,-,32
MXG20112,,Blitar,Sanankulon,MXG,29000,3 - 6,27000,4 - 7,-,32
MXG20113,,Blitar,Selorejo,MXG,29000,3 - 6,27000,4 - 7,-,32
MXG20114,,Blitar,Srengat,MXG,29000,3 - 6,27000,4 - 7,-,32
MXG20115,,Blitar,Sutojayan,MXG,29000,3 - 6,27000,4 - 7,-,32
MXG20116,,Blitar,Talun,MXG,29000,3 - 6,27000,4 - 7,-,32
MXG20117,,Blitar,Udanawu,MXG,29000,3 - 6,27000,4 - 7,-,32
MXG20118,,Blitar,Wates,MXG,29000,3 - 6,27000,4 - 7,-,32
MXG20119,,Blitar,Wlingi,MXG,24000,2 - 3,21000,3 - 6,-,32
MXG20120,,Blitar,Wonodadi,MXG,29000,3 - 6,27000,4 - 7,-,32
MXG20121,,Blitar,Wonotirto,MXG,29000,3 - 6,27000,4 - 7,-,32
MXG20122,,Blitar,Selopuro,MXG,29000,3 - 6,27000,4 - 7,-,32
MXG20123,,Blitar,Kepanjenkidul,MXG,29000,3 - 6,27000,4 - 7,-,32
MXG20124,,Blitar,Sananwetan,MXG,29000,3 - 6,27000,4 - 7,-,32
MXG20125,,Blitar,Sukorejo,MXG,29000,3 - 6,27000,4 - 7,-,32
MXG20200,,Batu,Batu,MXG,24000,2 - 3,21000,3 - 6,-,32
MXG20204,,Batu,Bumiaji,MXG,29000,3 - 6,27000,4 - 7,-,32
MXG20205,,Batu,Junrejo,MXG,29000,3 - 6,27000,4 - 7,-,32
MXG20300,,Malang,Kepanjen,MXG,24000,2 - 3,21000,3 - 6,-,32
MXG20301,,Malang,Ampelgading,MXG,29000,3 - 6,27000,4 - 7,-,32
MXG20302,,Malang,Bantur,MXG,29000,3 - 6,27000,4 - 7,-,32
MXG20303,,Malang,Bululawang,MXG,29000,3 - 6,27000,4 - 7,-,32
MXG20304,,Malang,Dampit,MXG,29000,3 - 6,27000,4 - 7,-,32
MXG20305,,Malang,Dau,MXG,29000,3 - 6,27000,4 - 7,27000,32
MXG20306,,Malang,Donomulyo,MXG,29000,3 - 6,27000,4 - 7,-,32
MXG20307,,Malang,Gedangan,MXG,29000,3 - 6,27000,4 - 7,-,32
MXG20308,,Malang,Gondanglegi,MXG,29000,3 - 6,27000,4 - 7,-,32
MXG20309,,Malang,Jabung,MXG,29000,3 - 6,27000,4 - 7,-,32
MXG20310,,Malang,Kalipare,MXG,29000,3 - 6,27000,4 - 7,-,32
MXG20311,,Malang,Karangploso,MXG,29000,3 - 6,27000,4 - 7,-,32
MXG20312,,Malang,Kromengan,MXG,29000,3 - 6,27000,4 - 7,-,32
MXG20313,,Malang,Ngajum,MXG,29000,3 - 6,27000,4 - 7,-,32
MXG20314,,Malang,Pagak,MXG,29000,3 - 6,27000,4 - 7,-,32
MXG20315,,Malang,Pakis,MXG,29000,3 - 6,27000,4 - 7,-,32
MXG20316,,Malang,Pakisaji,MXG,29000,3 - 6,27000,4 - 7,-,32
MXG20317,,Malang,Poncokusumo,MXG,29000,3 - 6,27000,4 - 7,-,32
MXG20318,,Malang,Singosari,MXG,29000,3 - 6,27000,4 - 7,27000,32
MXG20319,,Malang,Sumberpucung,MXG,29000,3 - 6,27000,4 - 7,-,32
MXG20320,,Malang,Sumbermanjing Wetan,MXG,29000,3 - 6,27000,4 - 7,-,32
MXG20321,,Malang,Tajinan,MXG,29000,3 - 6,27000,4 - 7,-,32
MXG20322,,Malang,Tirtoyudo,MXG,29000,3 - 6,27000,4 - 7,-,32
MXG20323,,Malang,Turen,MXG,29000,3 - 6,27000,4 - 7,-,32
MXG20324,,Malang,Tumpang,MXG,29000,3 - 6,27000,4 - 7,-,32
MXG20325,,Malang,Wagir,MXG,29000,3 - 6,27000,4 - 7,-,32
MXG20326,,Malang,Wajak,MXG,29000,3 - 6,27000,4 - 7,-,33
MXG20327,,Malang,Wonosari,MXG,29000,3 - 6,27000,4 - 7,-,33
MXG20328,,Malang,Ngantang,MXG,29000,3 - 6,27000,4 - 7,-,33
MXG20329,,Malang,Pujon,MXG,29000,3 - 6,27000,4 - 7,-,33
MXG20330,,Malang,Kasembon,MXG,29000,3 - 6,27000,4 - 7,-,33
MXG20331,,Malang,Lawang,MXG,29000,3 - 6,27000,4 - 7,-,33
MXG20332,,Malang,Pagelaran,MXG,29000,3 - 6,27000,4 - 7,-,33
NBX10000,,Nabire,Nabire,NBX,98000,4 - 6,84000,6 - 8,-,33
NBX30001,,Nabire,Dipa,NBX,157000,8 - 10,134000,10 - 12,-,33
NBX30002,,Nabire,Makimi,NBX,157000,8 - 10,134000,10 - 12,-,33
NBX30003,,Nabire,Mapia,NBX,157000,8 - 10,134000,10 - 12,-,33
NBX30004,,Nabire,Menou,NBX,157000,8 - 10,134000,10 - 12,-,33
NBX30005,,Nabire,Nabire barat,NBX,157000,8 - 10,134000,10 - 12,-,33
NBX30006,,Nabire,Napan,NBX,157000,8 - 10,134000,10 - 12,-,33
NBX30007,,Nabire,Obano,NBX,157000,8 - 10,134000,10 - 12,-,33
NBX30008,,Nabire,Siriwo,NBX,157000,8 - 10,134000,10 - 12,-,33
NBX30009,,Nabire,Teluk Kimi,NBX,157000,8 - 10,134000,10 - 12,-,33
NBX30010,,Nabire,Teluk Umar,NBX,157000,8 - 10,134000,10 - 12,-,33
NBX30011,,Nabire,Uwapa,NBX,157000,8 - 10,134000,10 - 12,-,33
NBX30012,,Nabire,Wanggar,NBX,157000,8 - 10,134000,10 - 12,-,33
NBX30013,,Nabire,Wapoga,NBX,157000,8 - 10,134000,10 - 12,-,33
NBX30014,,Nabire,Yaro,NBX,157000,8 - 10,134000,10 - 12,-,33
NBX30015,,Nabire,Yaur,NBX,157000,8 - 10,134000,10 - 12,-,33
NBX30100,,Dogiyai,Kamu,NBX,125000,6 - 8,107000,8 - 10,-,33
NBX30101,,Dogiyai,Kamu Selatan,NBX,157000,8 - 10,134000,10 - 12,-,33
NBX30102,,Dogiyai,Kamu Timur,NBX,157000,8 - 10,134000,10 - 12,-,33
NBX30103,,Dogiyai,Kamu Utara,NBX,157000,8 - 10,134000,10 - 12,-,33
NBX30104,,Dogiyai,Sukikai,NBX,157000,8 - 10,134000,10 - 12,-,33
NBX30105,,Dogiyai,Sukikai Selatan,NBX,157000,8 - 10,134000,10 - 12,-,33
NBX30200,,Paniai,Enarotali,NBX,125000,6 - 8,107000,8 - 10,-,33
NBX30201,,Paniai,Agisiga,NBX,157000,8 - 10,134000,10 - 12,-,33
NBX30202,,Paniai,Aradide,NBX,157000,8 - 10,134000,10 - 12,-,33
NBX30203,,Paniai,Biandoga,NBX,157000,8 - 10,134000,10 - 12,-,33
NBX30204,,Paniai,Bibida,NBX,157000,8 - 10,134000,10 - 12,-,33
NBX30205,,Paniai,Bogoboida,NBX,157000,8 - 10,134000,10 - 12,-,33
NBX30206,,Paniai,Homeyo,NBX,157000,8 - 10,134000,10 - 12,-,33
NBX30207,,Paniai,Paniai Barat,NBX,157000,8 - 10,134000,10 - 12,-,33
NBX30208,,Paniai,Paniai Barat,NBX,157000,8 - 10,134000,10 - 12,-,33
NBX30300,,Puncak Jaya,Mulia,NBX,125000,6 - 8,107000,8 - 10,-,33
NBX30301,,Puncak Jaya,Beoga,NBX,157000,8 - 10,134000,10 - 12,-,33
NBX30302,,Puncak Jaya,Fawi,NBX,157000,8 - 10,134000,10 - 12,-,33
NBX30303,,Puncak Jaya,Ilaga,NBX,157000,8 - 10,134000,10 - 12,-,33
NBX30304,,Puncak Jaya,Ilu,NBX,157000,8 - 10,134000,10 - 12,-,33
NBX30305,,Puncak Jaya,Sinak,NBX,157000,8 - 10,134000,10 - 12,-,33
NBX30400,,Mappi,Kepi,NBX,125000,6 - 8,107000,8 - 10,-,33
NBX30401,,Mappi,Assue,NBX,157000,8 - 10,134000,10 - 12,-,33
NBX30402,,Mappi,Citak Mitak,NBX,157000,8 - 10,134000,10 - 12,-,33
NBX30403,,Mappi,Edera,NBX,157000,8 - 10,134000,10 - 12,-,33
NBX30404,,Mappi,Haju,NBX,157000,8 - 10,134000,10 - 12,-,33
NBX30405,,Mappi,Nambioman Bapai,NBX,157000,8 - 10,134000,10 - 12,-,33
NBX30406,,Mappi,Obaa,NBX,157000,8 - 10,134000,10 - 12,-,33
NBX30500,,Intan Jaya,Sugapa,NBX,125000,6 - 8,107000,8 - 10,-,33
NBX30501,,Intan Jaya,Agisiga,NBX,157000,8 - 10,134000,10 - 12,-,33
NBX30502,,Intan Jaya,Biandoga,NBX,157000,8 - 10,134000,10 - 12,-,33
NBX30503,,Intan Jaya,Hitadipa,NBX,157000,8 - 10,134000,10 - 12,-,33
NBX30504,,Intan Jaya,Homeyo,NBX,157000,8 - 10,134000,10 - 12,-,33
NBX30505,,Intan Jaya,Intan Jaya,NBX,157000,8 - 10,134000,10 - 12,-,33
NBX30506,,Intan Jaya,Wandai,NBX,157000,8 - 10,134000,10 - 12,-,33
NBX30600,,Deiyai,Tigi,NBX,125000,6 - 8,107000,8 - 10,-,33
NBX30601,,Deiyai,Bowobado,NBX,157000,8 - 10,134000,10 - 12,-,33
NBX30602,,Deiyai,Kapiraya,NBX,157000,8 - 10,134000,10 - 12,-,33
NBX30603,,Deiyai,Tigi Timur,NBX,157000,8 - 10,134000,10 - 12,-,33
NBX30604,,Deiyai,Tigi Barat,NBX,157000,8 - 10,134000,10 - 12,-,33
PBL10000,,Probolinggo,Probolinggo,PBL,20000,1 - 2,17000,2 - 3,27000,33
PBL10001,,Probolinggo,Banyuanyar,PBL,29000,3 - 6,27000,4 - 7,-,33
PBL10002,,Probolinggo,Bantaran,PBL,29000,3 - 6,27000,4 - 7,-,33
PBL10003,,Probolinggo,Besuk,PBL,29000,3 - 6,27000,4 - 7,-,33
PBL10004,,Probolinggo,Dringu,PBL,29000,3 - 6,27000,4 - 7,-,33
PBL10005,,Probolinggo,Gending,PBL,29000,3 - 6,27000,4 - 7,-,33
PBL10006,,Probolinggo,Kotaanyar,PBL,29000,3 - 6,27000,4 - 7,-,33
PBL10007,,Probolinggo,Kraksaan,PBL,24000,1 - 2,21000,3 - 6,-,33
PBL10008,,Probolinggo,Krejengan,PBL,29000,3 - 6,27000,4 - 7,-,33
PBL10009,,Probolinggo,Krucil,PBL,29000,3 - 6,27000,4 - 7,-,33
PBL10010,,Probolinggo,Kuripan,PBL,29000,3 - 6,27000,4 - 7,-,33
PBL10011,,Probolinggo,Leces,PBL,29000,3 - 6,27000,4 - 7,-,33
PBL10012,,Probolinggo,Lumbang,PBL,29000,3 - 6,27000,4 - 7,-,33
PBL10013,,Probolinggo,Maron,PBL,29000,3 - 6,27000,4 - 7,-,33
PBL10014,,Probolinggo,Paiton,PBL,24000,2 - 3,21000,3 - 6,-,33
PBL10015,,Probolinggo,Pajarakan,PBL,29000,3 - 6,27000,4 - 7,-,33
PBL10016,,Probolinggo,Pakuniran,PBL,29000,3 - 6,27000,4 - 7,-,33
PBL10017,,Probolinggo,Sukapura,PBL,29000,3 - 6,27000,4 - 7,-,33
PBL10018,,Probolinggo,Sumber,PBL,29000,3 - 6,27000,4 - 7,-,33
PBL10019,,Probolinggo,Sumberasih,PBL,29000,3 - 6,27000,4 - 7,-,33
PBL10020,,Probolinggo,Tegalsiwalan,PBL,29000,3 - 6,27000,4 - 7,-,33
PBL10021,,Probolinggo,Tiris,PBL,29000,3 - 6,27000,4 - 7,-,33
PBL10022,,Probolinggo,Tongas,PBL,29000,3 - 6,27000,4 - 7,-,33
PBL10024,,Probolinggo,Wonomerto,PBL,29000,3 - 6,27000,4 - 7,-,33
PBL10025,,Probolinggo,Kademangan,PBL,24000,2 - 3,21000,3 - 6,27000,33
PBL10026,,Probolinggo,Mayangan,PBL,24000,2 - 3,21000,3 - 6,27000,33
PBL10027,,Probolinggo,Gading,PBL,29000,3 - 6,27000,4 - 7,-,33
PBL10028,,Probolinggo,Wonoasih,PBL,24000,2 - 3,21000,3 - 6,27000,33
PBL10029,,Probolinggo,Kedopok,PBL,24000,2 - 3,21000,3 - 6,27000,33
PBL10030,,Probolinggo,Kanigaran,PBL,24000,2 - 3,21000,3 - 6,27000,33
PBL20100,,Lumajang,Lumajang,PBL,24000,2 - 3,21000,3 - 6,-,33
PBL20101,,Lumajang,Candipuro,PBL,29000,3 - 6,27000,4 - 7,-,34
PBL20102,,Lumajang,Gucialit,PBL,29000,3 - 6,27000,4 - 7,-,34
PBL20103,,Lumajang,Jatiroto,PBL,29000,3 - 6,27000,4 - 7,-,34
PBL20104,,Lumajang,Klakah,PBL,29000,3 - 6,27000,4 - 7,-,34
PBL20105,,Lumajang,Kedungjajang,PBL,29000,3 - 6,27000,4 - 7,-,34
PBL20106,,Lumajang,Kunir,PBL,29000,3 - 6,27000,4 - 7,-,34
PBL20107,,Lumajang,Pasirian,PBL,29000,3 - 6,27000,4 - 7,-,34
PBL20108,,Lumajang,Pronojiwo,PBL,29000,3 - 6,27000,4 - 7,-,34
PBL20109,,Lumajang,Randuagung,PBL,29000,3 - 6,27000,4 - 7,-,34
PBL20110,,Lumajang,Ranuyoso,PBL,29000,3 - 6,27000,4 - 7,-,34
PBL20111,,Lumajang,Rowokangkung,PBL,29000,3 - 6,27000,4 - 7,-,34
PBL20112,,Lumajang,Senduro,PBL,29000,3 - 6,27000,4 - 7,-,34
PBL20113,,Lumajang,Sukodono,PBL,29000,3 - 6,27000,4 - 7,-,34
PBL20114,,Lumajang,Tekung,PBL,29000,3 - 6,27000,4 - 7,-,34
PBL20115,,Lumajang,Tempursari,PBL,29000,3 - 6,27000,4 - 7,-,34
PBL20116,,Lumajang,Tempeh,PBL,29000,3 - 6,27000,4 - 7,-,34
PBL20117,,Lumajang,Yosowilangun,PBL,29000,3 - 6,27000,4 - 7,-,34
PBL20118,,Lumajang,Padang,PBL,29000,3 - 6,27000,4 - 7,-,34
PBL20119,,Lumajang,Pasrujambe,PBL,29000,3 - 6,27000,4 - 7,-,34
PBL20120,,Lumajang,Sumbersoko,PBL,29000,3 - 6,27000,4 - 7,-,34
PBL20200,,Kab Situbondo,Situbondo,PBL,24000,2 - 3,21000,3 - 6,-,34
PBL20201,,Kab Situbondo,Arjasa,PBL,29000,3 - 6,27000,4 - 7,-,34
PBL20202,,Kab Situbondo,Asembagus,PBL,29000,3 - 6,27000,4 - 7,-,34
PBL20203,,Kab Situbondo,Banyuputih,PBL,29000,3 - 6,27000,4 - 7,-,34
PBL20204,,Kab Situbondo,Banyuglugur,PBL,29000,3 - 6,27000,4 - 7,-,34
PBL20205,,Kab Situbondo,Besuki,PBL,29000,3 - 6,27000,4 - 7,-,34
PBL20206,,Kab Situbondo,Bungatan,PBL,29000,3 - 6,27000,4 - 7,-,34
PBL20207,,Kab Situbondo,Jangkar,PBL,29000,3 - 6,27000,4 - 7,-,34
